,reference,latitude,longitude,date,year,description,hostility,victim,navArea,subreg
7795,2000-91,3.7,100.916667,1999-12-26,1999,MALAYSIA. SABAH: An unidentified ship was boarded 26 Dec at Sandakan Port by three intruders using a ladder from a small boat.  Crew noted the attempt and the attack was aborted.,INTRUDERS,MERCHANT VESSEL,XI,71
7796,2000-89,22.315556,91.814167,1999-12-26,1999,BANGLADESH: Ship's stores were stolen 26 Dec from a ship anchored at Chittagong.  Six intruders boarded over the stern and lowered the stolen supplies into their wooden boat before  escaping.,INTRUDERS,MERCHANT VESSEL,VIII,63
7797,2000-88,22.866667,88.383333,1999-12-22,1999,"INDIA: Mooring line was stolen from an anchored ship at Sagar Roads, Hoogli River 22 Dec.  Ship had pilot on board but was not yet underway when boarded by three armed attackers who fought the ship's anti-piracy watch until the general alarm was sounded.  One crew member reported injured in the fight.",ATTACKERS,MERCHANT VESSEL,VIII,63
7798,2000-14,8.8,78.133333,1999-12-22,1999,INDIA: Thieves attempted to board an unidentified ship at Tuticorin Roads by climbing anchor chain. They fled when alarm was raised.,THIEVES,MERCHANT VESSEL,VIII,63
7799,2000-16,18.933333,72.85,1999-12-21,1999,"INDIA: A rope was stolen from stern of unidentified ship at anchor at Sagar Anchorage, Hoogli River as ship was preparing to weigh anchor to proceed upstream. Pilots stated that other ships have been boarded the same way during the same maneuver while crew is distracted by work.",THIEVES,MERCHANT VESSEL,VIII,63
7800,2000-13,4.433333,7.166667,1999-12-21,1999,"NIGERIA:  A Shell Oil Company barge, CAMCO BLUE TIDE, was invaded by militant youths at Otumara Field and stripped of all food supplies in an apparent continuation of dispute over whether village elders to share oil money received.",MILITANT YOUTHS,CAMCO BLUE TIDE,II,57
7801,2000-15,10.0,76.0,1999-12-20,1999,INDIA: Eight thieves armed with knives boarded an unidentified ship via its forecastle and stole ship's stores. The intruders fled when alarm was raised. Crew stated they did not use fire hoses against intruders when they saw children in their boat.,THIEVES,MERCHANT VESSEL,VIII,63
7802,2000-17,23.016667,70.166667,1999-12-18,1999,INDIA: Ship's stores stolen from unidentified ship at Kandla Anchorage.,THIEVES,MERCHANT VESSEL,VIII,63
7803,2000-2,5.35,-4.033333,1999-12-17,1999,"IVORY COAST: The 12,233-ton, Maltese-flag cargo ship, Pioneer Spirit, was boarded by nine thieves operating from three small boats at 0135 while anchored off Abidjan. Even though discovered by a watchman who alerted the rest of the crew, they continued removing lengths of mooring line until they moved about 100 meters away form the ship at 0245 just prior to the arrival of port authorities.",THIEVES,PIONEER SPIRIT,II,57
7804,2000-19,-2.418333,107.085,1999-12-16,1999,INDONESIA: Pirates attempted to board an unidentified ship underway in the Gelasa Strait but sheered away when the ship increased speed.,PIRATES,MERCHANT VESSEL,XI,71
7805,2000-18,22.333333,91.816667,1999-12-16,1999,BANGLADESH: Unidentified ship boarded at Chittagong Anchorage but driven off by alert crew.,THIEVES,MERCHANT VESSEL,VIII,63
7806,2000-10,3.935,98.751944,1999-12-15,1999,INDONESIA. SUMATERA: About seven attackers attempted to board an unidentified ship via its anchor chain at Belawan Anchorage. A seaman on roving patrol spotted the intruders and sounded the alarm and the attackers aborted their boarding.,ATTACKERS,MERCHANT VESSEL,XI,71
7807,2000-9,3.935,98.751944,1999-12-15,1999,"INDONESIA. SUMATERA: Attackers armed with knives boarded an unidentified vessel at anchor at Belawan Roads. Two crew were assaulted and injured, but the attackers fled when the alarm was raised.",ATTACKERS,MERCHANT VESSEL,XI,71
7808,2000-8,10.0,102.0,1999-12-14,1999,"GULF OF THAILAND: The International Maritime Bureau advised as of 14 Dec that the 1,026-ton, Thai flag ferry, 9 Sea Star 4, had been missing since 14 Oct on a voyage from Hong Kong to Thailand with a crew of eight. Ship may have been hijacked, and local vessels are asked to report sightings to the Piracy Reporting Centre.",UNKNOWN,9 SEA STAR 4,XI,93
7809,2000-11,-0.45,100.416667,1999-12-13,1999,"INDONESIA: Thieves boarded an unidentified ship at Panjang, broke the lock on the engine room hatch and tied up the duty oiler. After stealing engine spares the thieves fled when the alarm was raised.",THIEVES,MERCHANT VESSEL,XI,71
7810,2000-3,9.916667,76.233333,1999-12-12,1999,"INDIA: Thieves boarded an unidentified ship at Cochin Port, India, but withdrew without stealing anything when confronted by the crew.",THIEVES,MERCHANT VESSEL,VIII,63
7811,2000-12,5.866667,118.05,1999-12-09,1999,"MALAYSIA: Thieves boarded an unidentified ship at Sandakan, Malaysia via the forecastle but withdrew when the crew on anti-piracy watch raised the alarm.",THIEVES,MERCHANT VESSEL,XI,71
7812,2000-7,7.0,79.833333,1999-12-06,1999,SRI LANKA: An unidentified ship was boarded the night of by 12 thieves at Colombo Anchorage. Ship's crew repelled the attack and the thieves fled in three speed boats.,THIEVES,MERCHANT VESSEL,VIII,63
7813,2000-6,22.0,91.833333,1999-12-06,1999,BANGLADESH: Thieves boarded an unidentified ship in Chittagong Port and attempted to steal ship's equipment before the master raised the alarm. Ship's crew retrieved the equipment despite being pelted with rocks thrown by the thieves.,THIEVES,MERCHANT VESSEL,VIII,63
7814,2000-5,21.833333,90.0,1999-12-06,1999,BANGLADESH: Ten thieves boarded an unidentified ship and wounded a local watchman while stealing ship's stores. The incident occurred at Alpha Anchorage.,THIEVES,MERCHANT VESSEL,VIII,63
7815,1999-124,9.15,-14.066667,1999-12-06,1999,"The 19,925-ton, Liberian-flag tanker, Louise, was attacked while drifting about 18 nm off the Guinea coast. The ship was approached by a gray craft with fixed machine guns. Fifteen persons were sighted on board, all wearing brown uniforms. The craft came alongside the tanker in an attempted boarding maneuver, but to prevent this from succeeding the Master got underway at full speed, away from the coast. At this point, the attackers opened fire on the ship with machine guns, aiming at the accommodation, bridge and radio room. This caused extensive damage to the ship. The bullets pierced through steel bulkheads and entered the accommodation, continuing and penetrating cabin doors. As the distance between the tanker and the craft increased to about 0.4 nm, the attackers switched to rocket fire. As the distance increased to about 0.6 nm, the attackers aborted their pursuit. The assault lasted for a period of thirty minutes of continuous gunfire. No crewmen were injured.",PIRATES,LOUISE,II,51
7816,2000-4,21.833333,90.0,1999-12-04,1999,"BANGLADESH: Pirates looted 10 trawlers and held four crew members hostage while injuring at least 20 others. Twenty-five to thirty attackers, operating from a fast boat, attacked over a two-day period stealing nets, fish and engine spares.",PIRATES,FISHING VESSELS,VIII,63
7817,1999-123,6.5,122.3,1999-11-24,1999,"A Filipino fisherman and her three children were reported killed by thieves who attacked them while they were fishing off Sumisip Town, Basilan Province. Soldiers, who were patrolling the coast, engaged in a 40-minute gunfight with the attackers and three were reported captured.",THIEVES,FISHING VESSEL,XI,92
7818,1999-122,25.0,60.0,1999-11-23,1999,"The 17,702-ton, Indian-flag container ship, Orient Patriot, reported being approached by three armed men in a speedboat, while off Iran's Indian Ocean coast. The three tried to board the container ship, under the pretext of obtaining water, and fired a few rounds at the ship when it refused to stop. The assailants broke off the pursuit when seeing ""a strong compliment of crew"". The Mumbai Coast Guard were activated.",PIRATES,ORIENT PATRIOT,IX,62
7819,1999-120,22.333333,91.816667,1999-11-22,1999,"AN UNNAMED 20,000-TON, PANAMANIAN-FLAG BULK CARRIER WAS ROBBED OF MOORING LINE WHILE ANCHORED IN CHITTAGONG ANCHORAGE, APPROXIMATELY 25 MILES SOUTH OF CHITTAGONG PORT ENTRANCE. AT 0900 A WOODEN FISHING BOAT CAME ALONGSIDE AND ROBBERS, ARMED MACHETES, BOARDED AND THREW THE LINE INTO THE WATER.   THE INCIDENT WAS REPORTED BUT NO OFFICIAL ACTION WAS TAKEN. ACCORDING TO SHIP'S REPORT, INCIDENTS ARE COMMON. AT THE ANCHORAGE THERE IS NO VHF CONTACT AND ALL COMMUNICATION IS BY TELEX.",PIRATES,MERCHANT VESSEL,VIII,63
7820,1999-125,15.533333,41.883333,1999-11-19,1999,"Southern Red Sea (vicinity Jabal Attair): The 47-foot sailing vessel, Leopard Star, was boarded by eight men, armed with AK-47's, demanding money and passports. The attackers were given fuel and drink only and then left the vessel. No casualties reported.",PIRATES,LEOPARD STAR,IX,62
7821,1999-121,4.433333,7.166667,1999-11-15,1999,"NIGERIA (BONNY RIVER): ARMED YOUTHS HIJACKED THE SHELL PETROLEUM DEVELOPMENT COMPANY BOAT, MM22, AND HELD ITS PASSENGERS AND CREW FOR ""INTERROGATION"", BEFORE RELEASING THEM. THE BOAT WAS BEING USED TO TRANSPORT GUARDS TO THE CAWTHORNE CHANNEL FLOAT STATION WHEN IT WAS INTERCEPTED BY 6 YOUTHS IN A SPEEDBOAT. THE YOUTHS REPRESENT A GROUP TRYING TO FORCE SHELL TO HIRE 200 LOCAL TRIBESMEN.",NIGERIAN TRIBAL YOUTH GANGS,MM22,II,57
7822,1999-118,12.816667,44.983333,1999-11-12,1999,"AN AUSTRALIAN FAMILY ABOARD THEIR YACHT, APHRODITE 3, WAS ATTACKED AND ROBBED IN YEMENI COASTAL WATERS BY FIVE ARMED GUNMEN. THE ATTACK OCCURRED ABOUT 180 KM NORTHEAST OF ADEN. THE FAMILY WAS LEFT UNHURT.  YEMENI AUTHORITIES ANNOUNCED THE DETENTION OF A YEMENI AND A SOMALI SUSPECT IN THE ROBBERY ON 14 NOV.",THIEVES,APHRODITE 3,IX,62
7823,1999-113,4.45,7.166667,1999-11-01,1999,"NIGERIA (BONNY RIVER): MERCHANT VESSEL, OWNED BY TIDEWATER OIL CO., WAS SEIZED AND A U.S. CITIZEN WAS KIDNAPPED, ALONG WITH A POLISH ENGINEER AND 12 NIGERIANS. THE VESSEL WAS RELEASED ALONG WITH THE HOSTAGES ON 3 NOV AFTER A COURT INJUNCTION WAS OBTAINED.   TWO OTHER SHIPS OF THE TIDEWATER FLEET WERE BREIFLY HELD IN THE SAME WEEK; A BELIZE-FLAG VESSEL WITH AN ALL-NIGERIAN CREW ON 23 OCT AND THE EXPLORER SEAHORSE ""SEVERAL DAYS"" LATER.",NIGERIAN TRIBAL YOUTH GANGS,MERCHANT VESSEL,II,57
7824,1999-114,3.35,99.483333,1999-10-22,1999,"THE 7,762-TON, PANAMANIAN-FLAG CARGO SHIP, ALONDRA RAINBOW, WAS BOARDED AND HIJACKED BY TEN PIRATES ARMED WITH PISTOLS, KNIVES AND SWORDS, OPERATING FROM SPEEDBOATS, IN THE VICINITY OF KUALA TANJUNG, INDONESIA (03-21N 099-29E). THE VESSEL WAS ENROUTE TO MIIKE, JAPAN WITH A CARGO OF 7,000 TONS OF ALUMINUM INGOTS.  THE FIFTEEN CREWMEMBERS WERE SET ADRIFT IN LIFERAFTS ON 29 OCT AND WERE LATER RESCUED BY THAI FISHERMEN 8 NOV OFF PHUKET, THAILAND. THE INDIAN COAST GUARD AND NAVY RECOVERED THE VESSEL OFF GOA, INDIA ON  16 NOV. FIFTEEN SUSPECTS WERE ARRESTED. THE HIJACKERS ATTEMPTED TO SCUTTLE THE VESSEL BY SETTING HER AFIRE AND FLOODING HER HOLDS. 3,000 TONS OF CARGO WAS REPORTED MISSING AND SUSPECTED TO HAVE BEEN BARTERED IN CAMBODIA OR THAILAND FOR WEAPONS DESTINED TO LTTE INSURGENTS (TAMIL TIGERS) IN SRI LANKA.",PIRATES,ALONDRA RAINBOW,XI,71
7825,1999-110,9.966667,98.55,1999-10-16,1999,"THE MYANMAR-FLAG TANKER, CHUAY MIT, AND MYANMAR-FLAG CARGO SHIP, KO KO TA, BOTH ASSESSED TO BE SMALL COASTAL VESSELS, WERE DESTROYED BY EXPLOSION AND FIRE IN PORT KAWTHAUNG. TWO CREW MEMBERS DIED AND THE SHIPS CARGOES, DESCRIBED AS SMUGGLED OIL, SMUGGLED CEMENT, AND OTHER GOODS WERE REPORTEDLY DESTROYED.   ABOUT FIVE HOURS AFTER THE EXPLOSION, THAI POLICE STOPPED A ""LONG-TAILED"" BOAT AND ARRESTED THREE ETHNIC KAREN MEN, IN POSSESSION OF DYNAMITE STICKS, DETONATORS AND DETONATION WIRES. THE MEN ARE SUSPECTED OF SABOTAGING THE TWO SHIPS.",KAREN REBELS,CHUAY MIT,VIII,63
7826,1999-107,3.9,-77.083333,1999-10-16,1999,"A tourist excursion boat underway off Buenaventura (03-54n 077-05w), Colombia was hijacked by four suspected Farc guerrillas. The hijacked boat was taken to a beach where 13 male passengers, all Colombian nationals, were held hostage for ransom. The boat's captain and the women and children were freed. At about the same time, a crew member aboard another boat was killed in an apparent hijack attempt.   The boat was hijacked, according to the hijackers' declaration, because its owner refused to pay protection money to the rebels.  On 21 Oct seven of the thirteen hostages were freed.",FARC GUERRILLAS,TOURIST EXCURSION BOATS,XII,22
7827,1999-108,4.45,7.166667,1999-10-14,1999,"NIGERIA (BONNY RIVER): SHIPPING CONTINUES TO BE AFFECTED BY THE INSTABILITY IN THE BONNY RIVER REGION. LOCAL YOUTH GANGS ARE DEMANDING THAT TRANSITING SHIPS PROCURE PERMIT ""STICKERS"". THE ST. VINCENT-FLAG TUG-SUPPLY BOAT, DAMAS VICTORY, WAS SEIZED AT BONNY BECAUSE IT DID NOT DISPLAY SUCH A ""STICKER"".",NIGERIAN TRIBAL YOUTH GANGS,DAMAS VICTORY,II,57
7828,1999-109,4.433333,7.166667,1999-10-13,1999,"THE 137-TON, NIGERIAN-FLAG FISHING BOAT, UNICORN 1, WAS REPORTED HIJACKED BY NIGERIAN NATIONALS. THE FOUR CREW ARE REPORTED SAFE.  THE VESSEL DEPARTED PORT HARCOURT, NIGERIA ON 10 OCT BOUND FOR CONAKRY, GUINEA VIA MONROVIA AND FREETOWN. LAST REPORTED POSITION WAS ON 10 OCT WHEN CLEARING BONNY.  THE HONG KONG OWNERS OF THE VESSEL HAD REPORTED IT OVERDUE, AND THEN SAFE 12 OCT, BEFORE THE ATTACK OCCURRED THE FOLLOWING DAY.",NIGERIAN NATIONALS,UNICORN 1,II,57
7829,1999-104,51.216667,4.4,1999-10-06,1999,"THE 20,391-TON, PANAMANIAN-FLAG RO-RO, MSC CARMEN, WAS BLOCKADED IN A REPAIR DOCK IN ANTWERP (51-13N 004-24E) BY GREENPEACE ACTIVISTS, PROTESTING ITS COATING WITH A PAINT USING THE CHEMICAL TBT WHICH IS NOT REGISTERED FOR USE IN BELGIUM.",GREENPEACE ACTIVISTS,MSC CARMEN,I,37
7830,1999-119,5.266667,-4.016667,1999-10-01,1999,"THE 15,639-TON, ST. VINCENT-FLAG BULK CARRIER, YRIA, WAS ATTACKED AT ITS BERTH IN ABIDJAN, IVORY COAST (AT THE BEGINNING OF OCTOBER (REPORTED   01 NOV)). THE INTRUDERS OVERPOWERED THE SHIP'S CREW AND WATCHMEN, BROKE OPEN PADLOCKS AND STOLE PART OF THE CARGO (BAGGED RICE) AS WELL AS SHIP'S EQUIPMENT. THE ROBBERS RETURNED ABOUT THREE HOURS LATER, BUT WERE REPELLED BY THE CREW WHO WERE NOW ON ALERT.",THIEVES,YRIA,II,57
7831,1999-106,-5.566667,104.633333,1999-09-25,1999,"THE 52,155-TON, U. S.-FLAG OIL TANKER, CHESAPEAKE CITY, WAS BOARDED WHILE AT ANCHOR IN TELUK SEMANGKA, INDONESIA. SIX MEN WERE SURPRISED IN VESSEL'S ENGINE ROOM AND ASSAULTED CREW MEMBER BEFORE ESCAPING. AS VESSEL HAD BEEN BOARDED IN SAME LOCATION MAY 98, CAPTAIN HAD SPECIAL PRECAUTIONS IN PLACE INCLUDING LOCKING OF ACCOMMODATION BLOCK. ONLY KNOWN ACCESS TO ENGINE ROOM WAS THROUGH SKYLIGHT AND NO EVIDENCE FOUND OF RAPPELLING GEAR TO ACCOMPLISH FIFTY-FOOT DROP. NOTHING NOTED MISSING AND ASSAULTED CREW MEMBER NOT INJURED.",PIRATES,CHESAPEAKE CITY,XI,71
7832,1999-105,26.5,56.583333,1999-09-25,1999,"THE 21,030-TON, BAHAMAS-FLAG BULK CARRIER, ASPIDOFOROS, REPORTED THAT IT WAS PURSUED IN POSITION 26 30N, 56 35 E BY TWO SPEEDBOATS, EACH CARRYING FOUR PERSONS, WHICH MADE SEVERAL ATTEMPTS TO COME ALONGSIDE. SHIP'S GENERAL ALARM WAS SOUNDED, CREW PUT ON HIGH ALERT WITH FIRE HOSES PRESSURIZED, AND SHIP BEGAN ZIG-ZAG MANEUVERING.  AFTER TEN MINUTES BOATS BROKE OFF PURSUIT. INCIDENT REPORTED TO UAE COAST GUARD AND OTHER NEARBY VESSELS.",PIRATES,ASPIDOFOROS,IX,62
